1036963	Apodemus sylvaticus [10129]
1036965	
10370	Homo sapiens (Human) [9606]
10371	Equus caballus [9796]
103723	
103724	
103724	Vitis vinifera [29760]
1037299	
10372	Homo sapiens [9606]
1037389	
1037523	Tuber aestivum [59557]
10376	Homo sapiens (Human) [9606]
1037792	
10377	Homo sapiens (Human) [9606]
1037800	
1037801	
1037802	
103782	Spodoptera eridania (Southern armyworm) [37547]
1038068	
1038069	
103807	Escherichia coli [562]
1038084	
1038085	
1038086	
1038087	
1038088	
1038089	
1038090	
1038091	
1038092	
1038093	
1038094	
1038095	
1038096	
1038097	
1038098	
1038099	
1038100	
1038101	
1038102	
1038103	
1038104	
1038105	
1038106	
1038107	
1038108	
1038109	
1038110	
1038111	
1038112	
1038113	
1038114	
1038115	
1038116	
1038117	
1038118	
1038119	
1038120	
1038121	
1038122	
1038123	
1038124	
1038125	
1038126	
1038127	
1038128	
1038129	
1038130	
1038131	
1038132	
1038133	
1038134	
1038135	
1038136	
1038137	
1038138	
1038139	
1038140	
1038141	
1038142	
1038143	
1038144	
1038145	
1038146	
1038147	
1038148	
1038149	
1038151	
1038153	
1038154	
1038155	
1038156	
1038157	
1038158	
1038159	
1038160	
1038161	
1038162	
1038163	
1038164	
1038165	
1038166	
1038167	
1038168	
1038169	
1038170	
1038171	
1038172	
1038173	
1038174	
1038175	
1038176	
1038177	
1038178	
1038179	
1038180	
1038181	
1038182	
1038183	
1038184	
1038185	
1038186	
1038187	
1038188	
1038189	
1038190	
1038191	
1038192	
1038193	
1038194	
1038195	
1038196	
1038197	
1038198	
1038199	
10381	Saimiri sciureus (Common squirrel monkey) [9521]
1038200	
1038201	
1038202	
1038203	
1038204	
1038205	
1038206	
1038207	
1038208	
1038209	
1038210	
1038211	
1038212	
1038213	
1038214	
1038215	
1038216	
1038217	
1038218	
1038219	
1038221	
1038222	
1038223	
1038224	
1038225	
1038226	
1038227	
1038228	
1038229	
1038230	
1038231	
1038232	
1038233	
1038234	
1038235	
1038236	
1038237	
1038238	
1038239	
1038240	
1038241	
1038242	
1038243	
1038244	
1038245	
